review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
rev_001848,ord_001848,5,Excelente,,2018-02-17 21:38:00,2018-02-26 21:38:00
rev_001849,ord_001849,5,Bom,Produto chegou rapido,2017-11-13 10:40:00,2017-11-15 10:40:00
rev_001851,ord_001851,4,,Atrasou a entrega,2018-04-06 09:59:00,2018-04-10 09:59:00
rev_001852,ord_001852,5,,,2018-09-02 13:33:00,
rev_001853,ord_001853,5,Bom,,2018-01-04 19:58:00,2018-01-05 19:58:00
rev_001854,ord_001854,5,Bom,,2017-06-29 22:09:00,2017-07-02 22:09:00
rev_001855,ord_001855,5,,Atrasou a entrega,2018-11-22 13:24:00,2018-11-26 13:24:00
rev_001856,ord_001856,4,Excelente,,2018-10-25 19:20:00,
rev_001858,ord_001858,5,,,2018-08-12 15:44:00,2018-08-21 15:44:00
rev_001859,ord_001859,5,Recomendo,Produto chegou rapido,2018-04-13 13:29:00,2018-04-16 13:29:00
rev_001861,ord_001861,5,,,2018-01-23 08:10:00,2018-01-23 08:10:00
rev_001862,ord_001862,2,Otimo,Produto com defeito,2018-05-14 13:03:00,2018-05-18 13:03:00
rev_001863,ord_001863,3,Bom,Otima qualidade,2017-04-13 10:50:00,2017-04-15 10:50:00
rev_001865,ord_001865,5,,,2018-10-11 22:07:00,
rev_001867,ord_001867,4,Bom,,2017-03-09 11:04:00,
rev_001868,ord_001868,3,Bom,Atrasou a entrega,2017-07-27 20:58:00,2017-07-30 20:58:00
rev_001870,ord_001870,2,Recomendo,,2018-09-07 18:55:00,2018-09-16 18:55:00
rev_001872,ord_001872,3,,Produto chegou rapido,2018-09-11 08:33:00,2018-09-16 08:33:00
rev_001873,ord_001873,5,,,2018-11-14 22:28:00,2018-11-20 22:28:00
rev_001874,ord_001874,5,,Recomendo a todos,2017-12-24 17:41:00,2017-12-28 17:41:00
rev_001875,ord_001875,5,Excelente,,2018-10-08 17:41:00,2018-10-12 17:41:00
rev_001876,ord_001876,5,,,2017-06-27 21:00:00,
rev_001877,ord_001877,5,Bom,Atrasou a entrega,2018-02-15 21:54:00,2018-02-18 21:54:00
rev_001878,ord_001878,5,,Otima qualidade,2017-05-18 21:22:00,2017-05-27 21:22:00
rev_001879,ord_001879,5,Excelente,,2017-04-04 16:21:00,2017-04-07 16:21:00
rev_001880,ord_001880,5,Recomendo,Recomendo a todos,2017-04-17 20:24:00,2017-04-19 20:24:00
rev_001881,ord_001881,5,Bom,Otima qualidade,2017-06-06 12:41:00,
rev_001883,ord_001883,3,Excelente,,2018-05-05 11:22:00,2018-05-09 11:22:00
rev_001884,ord_001884,5,Bom,Produto chegou rapido,2018-12-15 14:03:00,2018-12-23 14:03:00
rev_001885,ord_001885,4,Recomendo,Produto chegou rapido,2018-05-02 20:24:00,
rev_001886,ord_001886,5,Excelente,Recomendo a todos,2018-07-08 13:08:00,2018-07-15 13:08:00
rev_001887,ord_001887,5,,,2017-08-23 22:51:00,2017-09-01 22:51:00
rev_001889,ord_001889,5,,Produto chegou rapido,2018-01-22 15:57:00,2018-01-29 15:57:00
rev_001890,ord_001890,3,,,2018-12-10 11:41:00,2018-12-16 11:41:00
rev_001891,ord_001891,5,Recomendo,Produto chegou rapido,2018-12-18 21:45:00,2018-12-24 21:45:00
rev_001894,ord_001894,5,Bom,Produto chegou rapido,2018-07-06 10:34:00,2018-07-07 10:34:00
rev_001895,ord_001895,5,,,2018-05-23 14:02:00,2018-05-28 14:02:00
rev_001896,ord_001896,5,Excelente,,2017-06-14 16:06:00,2017-06-18 16:06:00
rev_001897,ord_001897,5,,,2018-07-18 14:21:00,
rev_001898,ord_001898,5,,Produto com defeito,2018-10-14 21:40:00,2018-10-23 21:40:00
rev_001899,ord_001899,4,,,2017-12-27 17:49:00,2018-01-03 17:49:00
rev_001900,ord_001900,4,,Produto chegou rapido,2018-04-22 10:15:00,
rev_001901,ord_001901,4,,,2017-06-17 19:44:00,2017-06-19 19:44:00
rev_001902,ord_001902,2,,Otima qualidade,2018-12-11 08:13:00,
rev_001903,ord_001903,2,,Otima qualidade,2017-06-10 11:00:00,
rev_001905,ord_001905,5,,Produto chegou rapido,2017-11-23 20:35:00,2017-12-01 20:35:00
rev_001906,ord_001906,4,,,2018-10-26 19:29:00,2018-10-29 19:29:00
rev_001907,ord_001907,5,Bom,,2018-08-16 22:16:00,2018-08-22 22:16:00
rev_001908,ord_001908,5,,Otima qualidade,2017-01-25 16:00:00,2017-01-27 16:00:00
rev_001909,ord_001909,2,,,2017-08-12 20:34:00,
rev_001910,ord_001910,3,Otimo,Otima qualidade,2018-09-22 10:49:00,2018-09-22 10:49:00
rev_001911,ord_001911,5,,Produto chegou rapido,2018-01-29 22:04:00,
rev_001912,ord_001912,5,Bom,Produto com defeito,2017-02-23 20:44:00,2017-02-27 20:44:00
rev_001913,ord_001913,4,Otimo,Recomendo a todos,2018-12-21 13:38:00,2018-12-24 13:38:00
rev_001914,ord_001914,5,Bom,Otima qualidade,2017-07-10 19:28:00,2017-07-18 19:28:00
rev_001916,ord_001916,5,,Produto chegou rapido,2017-10-14 21:55:00,
rev_001917,ord_001917,3,Bom,Otima qualidade,2018-09-14 11:28:00,2018-09-17 11:28:00
rev_001918,ord_001918,5,Bom,,2018-10-01 11:23:00,
rev_001919,ord_001919,5,,,2018-02-04 12:51:00,
rev_001920,ord_001920,4,,Produto chegou rapido,2018-07-28 18:50:00,2018-08-04 18:50:00
rev_001921,ord_001921,5,Excelente,Otima qualidade,2018-12-16 19:43:00,
rev_001922,ord_001922,3,Recomendo,Atrasou a entrega,2018-10-23 10:49:00,
rev_001923,ord_001923,5,,,2018-02-21 19:07:00,
rev_001924,ord_001924,3,,Atrasou a entrega,2018-03-07 09:45:00,2018-03-13 09:45:00
rev_001925,ord_001925,5,Otimo,,2018-11-21 13:19:00,
rev_001927,ord_001927,3,Otimo,,2017-02-25 13:22:00,2017-02-27 13:22:00
rev_001928,ord_001928,5,,,2017-09-14 13:03:00,
rev_001929,ord_001929,1,,Recomendo a todos,2018-11-04 08:24:00,2018-11-12 08:24:00
rev_001930,ord_001930,5,,Produto chegou rapido,2017-07-14 08:45:00,2017-07-22 08:45:00
rev_001931,ord_001931,4,Excelente,Produto chegou rapido,2017-11-10 14:30:00,2017-11-17 14:30:00
rev_001932,ord_001932,5,,Produto chegou rapido,2018-07-16 13:45:00,2018-07-16 13:45:00
rev_001933,ord_001933,5,Bom,,2017-08-22 14:02:00,
rev_001934,ord_001934,5,Recomendo,,2017-11-28 15:10:00,2017-12-03 15:10:00
rev_001935,ord_001935,5,Péssimo,,2018-03-18 16:33:00,2018-03-25 16:33:00
rev_001936,ord_001936,5,,Recomendo a todos,2017-10-05 15:23:00,
rev_001937,ord_001937,5,,,2019-01-20 16:40:00,2019-01-28 16:40:00
rev_001938,ord_001938,5,Otimo,Atrasou a entrega,2017-07-24 21:57:00,
rev_001939,ord_001939,5,,,2018-11-20 09:39:00,2018-11-20 09:39:00
rev_001940,ord_001940,2,Bom,Atrasou a entrega,2018-03-27 09:25:00,2018-04-02 09:25:00
rev_001941,ord_001941,5,,Produto chegou rapido,2017-07-05 19:32:00,
rev_001942,ord_001942,5,Excelente,,2017-06-10 20:54:00,2017-06-13 20:54:00
rev_001943,ord_001943,5,Bom,,2018-04-14 22:40:00,2018-04-18 22:40:00
rev_001944,ord_001944,5,,Produto chegou rapido,2018-01-06 18:48:00,2018-01-15 18:48:00
rev_001945,ord_001945,4,Recomendo,Produto chegou rapido,2017-10-07 11:18:00,2017-10-12 11:18:00
rev_001946,ord_001946,5,,Recomendo a todos,2018-12-29 13:44:00,2019-01-03 13:44:00
rev_001947,ord_001947,5,Excelente,Otima qualidade,2018-03-30 13:08:00,2018-04-06 13:08:00
rev_001948,ord_001948,5,Bom,Atrasou a entrega,2018-12-11 19:44:00,2018-12-11 19:44:00
rev_001949,ord_001949,4,,,2017-07-25 16:52:00,2017-07-29 16:52:00
rev_001951,ord_001951,3,Recomendo,,2018-06-21 11:06:00,
rev_001953,ord_001953,5,,,2017-08-20 21:06:00,2017-08-24 21:06:00
rev_001954,ord_001954,1,,Atrasou a entrega,2017-05-12 20:28:00,2017-05-19 20:28:00
rev_001956,ord_001956,5,,Recomendo a todos,2018-09-23 08:29:00,2018-10-01 08:29:00
rev_001957,ord_001957,5,Excelente,Otima qualidade,2017-11-23 09:20:00,2017-12-01 09:20:00
rev_001958,ord_001958,5,,,2019-01-04 19:41:00,2019-01-08 19:41:00
rev_001959,ord_001959,3,,Produto chegou rapido,2017-08-24 18:39:00,2017-08-28 18:39:00
rev_001961,ord_001961,4,Excelente,,2018-01-24 15:31:00,2018-01-25 15:31:00
rev_001962,ord_001962,5,,,2018-04-21 11:42:00,2018-04-26 11:42:00
rev_001963,ord_001963,5,Excelente,Produto chegou rapido,2018-11-15 17:24:00,2018-11-24 17:24:00
rev_001964,ord_001964,5,Recomendo,,2018-10-24 08:04:00,
rev_001965,ord_001965,4,Bom,Recomendo a todos,2017-02-07 13:32:00,2017-02-09 13:32:00
rev_001966,ord_001966,5,Bom,Produto chegou rapido,2018-02-11 22:43:00,
rev_001968,ord_001968,5,Bom,,2017-01-13 10:08:00,2017-01-13 10:08:00
rev_001969,ord_001969,3,,Produto chegou rapido,2018-05-07 09:54:00,2018-05-14 09:54:00
rev_001970,ord_001970,1,Excelente,Otima qualidade,2017-10-25 08:51:00,2017-10-25 08:51:00
rev_001973,ord_001973,4,,Otima qualidade,2018-01-19 10:58:00,2018-01-27 10:58:00
rev_001974,ord_001974,4,Recomendo,Produto chegou rapido,2018-12-11 10:34:00,2018-12-20 10:34:00
rev_001975,ord_001975,4,,,2018-05-09 17:14:00,2018-05-13 17:14:00
rev_001976,ord_001976,5,Excelente,,2018-11-30 17:38:00,2018-12-09 17:38:00
rev_001977,ord_001977,3,Otimo,Produto chegou rapido,2018-09-04 22:54:00,2018-09-05 22:54:00
rev_001978,ord_001978,1,Bom,,2017-12-29 13:41:00,2018-01-06 13:41:00
rev_001979,ord_001979,5,Recomendo,,2018-04-11 20:01:00,2018-04-12 20:01:00
rev_001980,ord_001980,5,Bom,Produto chegou rapido,2018-01-24 18:55:00,2018-01-29 18:55:00
rev_001981,ord_001981,5,Recomendo,Produto chegou rapido,2018-10-21 09:45:00,
rev_001982,ord_001982,1,Péssimo,Atrasou a entrega,2017-08-25 08:24:00,2017-08-27 08:24:00
rev_001983,ord_001983,4,Péssimo,,2018-12-10 20:59:00,
rev_001984,ord_001984,4,Otimo,Recomendo a todos,2018-06-04 18:43:00,2018-06-12 18:43:00
rev_001985,ord_001985,5,Bom,Atrasou a entrega,2018-06-27 11:49:00,
rev_001986,ord_001986,5,,Produto chegou rapido,2018-04-22 17:56:00,
rev_001987,ord_001987,3,,,2018-05-19 17:02:00,2018-05-28 17:02:00
rev_001988,ord_001988,5,Recomendo,,2018-08-09 15:46:00,2018-08-13 15:46:00
rev_001989,ord_001989,3,,Produto chegou rapido,2018-07-20 19:23:00,2018-07-21 19:23:00
rev_001990,ord_001990,2,,,2017-09-14 10:52:00,
rev_001991,ord_001991,5,Otimo,,2018-06-05 20:52:00,
rev_001992,ord_001992,5,,Produto chegou rapido,2017-12-25 18:49:00,
rev_001993,ord_001993,5,Excelente,,2018-07-09 14:46:00,
rev_001995,ord_001995,4,Excelente,Produto chegou rapido,2017-08-22 10:17:00,2017-08-30 10:17:00
rev_001996,ord_001996,5,Excelente,,2018-09-12 11:24:00,2018-09-14 11:24:00
rev_001997,ord_001997,5,Excelente,Produto chegou rapido,2018-03-15 20:06:00,2018-03-18 20:06:00
rev_001998,ord_001998,2,,Produto chegou rapido,2018-05-22 18:49:00,2018-05-31 18:49:00
rev_001999,ord_001999,5,Bom,Atrasou a entrega,2018-07-25 18:38:00,
rev_002000,ord_002000,4,Otimo,Recomendo a todos,2018-07-28 10:36:00,2018-08-02 10:36:00
rev_002001,ord_002001,3,Bom,,2018-09-14 11:14:00,2018-09-14 11:14:00
rev_002002,ord_002002,5,,,2017-09-16 20:36:00,
rev_002003,ord_002003,3,Recomendo,Recomendo a todos,2017-06-05 22:27:00,2017-06-08 22:27:00
rev_002004,ord_002004,4,,Produto chegou rapido,2018-07-31 13:59:00,
rev_002005,ord_002005,4,,,2017-10-02 17:51:00,2017-10-04 17:51:00
rev_002006,ord_002006,5,Bom,Recomendo a todos,2017-06-08 08:31:00,2017-06-11 08:31:00
rev_002007,ord_002007,5,Otimo,Recomendo a todos,2017-06-19 20:48:00,2017-06-19 20:48:00
rev_002008,ord_002008,5,Recomendo,Produto chegou rapido,2017-12-06 18:09:00,2017-12-11 18:09:00
rev_002009,ord_002009,5,,Recomendo a todos,2019-01-12 16:06:00,
rev_002010,ord_002010,5,Bom,Recomendo a todos,2017-08-03 20:37:00,
rev_002011,ord_002011,4,Recomendo,,2017-12-02 10:43:00,2017-12-02 10:43:00
rev_002012,ord_002012,5,Recomendo,Otima qualidade,2018-12-19 18:03:00,
rev_002013,ord_002013,5,,,2018-12-19 09:12:00,2018-12-21 09:12:00
rev_002014,ord_002014,5,Excelente,,2017-10-01 09:32:00,
rev_002015,ord_002015,5,Bom,,2018-11-30 21:03:00,2018-12-02 21:03:00
rev_002016,ord_002016,5,Recomendo,Otima qualidade,2017-06-28 17:25:00,2017-07-01 17:25:00
rev_002018,ord_002018,5,Bom,,2017-02-07 18:55:00,2017-02-10 18:55:00
rev_002019,ord_002019,4,,Otima qualidade,2018-02-13 10:18:00,2018-02-15 10:18:00
rev_002020,ord_002020,5,Bom,Otima qualidade,2017-10-08 12:10:00,
rev_002021,ord_002021,5,,,2018-08-27 17:00:00,2018-09-05 17:00:00
rev_002022,ord_002022,5,Otimo,,2017-02-15 13:07:00,
rev_002023,ord_002023,5,,Produto com defeito,2018-03-21 17:45:00,
rev_002024,ord_002024,5,Recomendo,,2018-08-19 15:26:00,2018-08-27 15:26:00
rev_002025,ord_002025,5,,,2017-03-19 14:11:00,2017-03-21 14:11:00
rev_002026,ord_002026,5,Bom,Produto chegou rapido,2018-12-13 13:55:00,2018-12-16 13:55:00
rev_002027,ord_002027,3,,Atrasou a entrega,2017-12-27 08:47:00,2018-01-03 08:47:00
rev_002028,ord_002028,4,Excelente,Atrasou a entrega,2017-07-29 10:06:00,2017-08-03 10:06:00
rev_002029,ord_002029,5,,Otima qualidade,2017-09-17 12:16:00,
rev_002031,ord_002031,1,,Recomendo a todos,2017-09-08 21:41:00,
rev_002032,ord_002032,4,,Produto chegou rapido,2018-05-01 10:56:00,2018-05-05 10:56:00
rev_002033,ord_002033,1,,,2018-07-02 20:04:00,2018-07-11 20:04:00
rev_002035,ord_002035,5,Otimo,,2018-02-22 09:04:00,
rev_002036,ord_002036,3,Otimo,Otima qualidade,2018-10-03 17:20:00,
rev_002038,ord_002038,4,Recomendo,,2018-07-03 16:42:00,
rev_002039,ord_002039,5,Otimo,Produto chegou rapido,2018-11-29 09:00:00,2018-12-03 09:00:00
rev_002040,ord_002040,4,,Recomendo a todos,2017-09-14 11:12:00,
rev_002041,ord_002041,2,Otimo,,2018-07-06 12:46:00,2018-07-12 12:46:00
rev_002042,ord_002042,3,Bom,Produto chegou rapido,2018-12-24 10:07:00,2018-12-29 10:07:00
rev_002043,ord_002043,4,Bom,Produto chegou rapido,2018-05-11 11:19:00,2018-05-17 11:19:00
rev_002045,ord_002045,1,Otimo,Otima qualidade,2017-12-04 16:06:00,2017-12-04 16:06:00
rev_002046,ord_002046,5,,,2018-05-20 10:50:00,2018-05-28 10:50:00
rev_002047,ord_002047,5,,Otima qualidade,2017-12-06 08:03:00,2017-12-14 08:03:00
rev_002049,ord_002049,4,,Atrasou a entrega,2019-01-20 18:41:00,2019-01-20 18:41:00
rev_002052,ord_002052,5,,Atrasou a entrega,2018-07-29 18:20:00,2018-08-02 18:20:00
rev_002054,ord_002054,5,,Produto com defeito,2018-12-26 19:47:00,
rev_002055,ord_002055,5,Recomendo,Produto chegou rapido,2018-06-06 22:47:00,2018-06-11 22:47:00
rev_002056,ord_002056,1,Bom,Produto chegou rapido,2019-01-15 16:23:00,2019-01-22 16:23:00
rev_002057,ord_002057,5,Bom,,2018-09-18 13:49:00,2018-09-23 13:49:00
rev_002058,ord_002058,5,Recomendo,,2018-05-01 12:37:00,2018-05-06 12:37:00
rev_002059,ord_002059,5,,Produto com defeito,2018-07-15 15:22:00,
rev_002060,ord_002060,5,Péssimo,Produto chegou rapido,2017-09-01 14:04:00,2017-09-06 14:04:00
rev_002061,ord_002061,5,,,2017-02-07 18:04:00,2017-02-10 18:04:00
rev_002062,ord_002062,5,Bom,Recomendo a todos,2017-11-02 09:15:00,2017-11-02 09:15:00
rev_002063,ord_002063,3,,,2018-03-09 15:17:00,2018-03-17 15:17:00
rev_002064,ord_002064,3,Bom,Produto chegou rapido,2017-09-25 21:55:00,2017-10-02 21:55:00
rev_002066,ord_002066,5,Recomendo,Produto chegou rapido,2018-07-18 09:08:00,2018-07-21 09:08:00
rev_002067,ord_002067,5,,Recomendo a todos,2018-07-19 13:56:00,
rev_002068,ord_002068,5,,Produto chegou rapido,2018-12-05 15:42:00,
rev_002069,ord_002069,1,Excelente,,2018-12-19 17:29:00,2018-12-21 17:29:00
rev_002070,ord_002070,1,Bom,,2018-11-28 21:57:00,2018-12-01 21:57:00
rev_002071,ord_002071,4,,,2018-06-24 14:42:00,2018-06-26 14:42:00
rev_002072,ord_002072,5,,Atrasou a entrega,2017-09-12 17:35:00,2017-09-13 17:35:00
rev_002073,ord_002073,5,,,2018-12-17 09:12:00,
rev_002074,ord_002074,4,,Produto chegou rapido,2017-08-18 22:14:00,2017-08-19 22:14:00
rev_002075,ord_002075,5,,Recomendo a todos,2017-07-25 17:54:00,2017-07-30 17:54:00
rev_002076,ord_002076,5,Excelente,,2017-12-16 17:12:00,2017-12-25 17:12:00
rev_002077,ord_002077,3,,,2018-05-23 20:01:00,
rev_002078,ord_002078,4,Excelente,,2018-08-07 18:15:00,2018-08-09 18:15:00
rev_002079,ord_002079,5,Excelente,Produto com defeito,2017-02-05 17:28:00,2017-02-05 17:28:00
rev_002080,ord_002080,4,,,2018-10-07 16:22:00,
rev_002081,ord_002081,5,,,2017-08-04 15:56:00,2017-08-07 15:56:00
rev_002082,ord_002082,4,Péssimo,,2017-11-23 20:25:00,
rev_002083,ord_002083,2,Excelente,Produto chegou rapido,2017-12-03 22:53:00,2017-12-10 22:53:00
rev_002084,ord_002084,5,Bom,Otima qualidade,2017-12-18 17:35:00,2017-12-18 17:35:00
rev_002086,ord_002086,5,,Recomendo a todos,2017-03-11 11:09:00,
rev_002087,ord_002087,5,Excelente,,2017-09-08 20:16:00,2017-09-14 20:16:00
rev_002088,ord_002088,5,,,2017-02-13 17:52:00,2017-02-19 17:52:00
rev_002090,ord_002090,4,Otimo,Atrasou a entrega,2019-01-08 19:26:00,
rev_002091,ord_002091,4,,Recomendo a todos,2018-08-04 21:54:00,2018-08-13 21:54:00
rev_002092,ord_002092,3,,Produto chegou rapido,2018-06-16 13:49:00,2018-06-21 13:49:00
rev_002093,ord_002093,1,,,2018-12-11 10:06:00,
rev_002094,ord_002094,5,,,2017-10-31 15:36:00,2017-11-02 15:36:00
rev_002095,ord_002095,4,Excelente,Produto chegou rapido,2017-04-06 16:47:00,2017-04-12 16:47:00
rev_002096,ord_002096,5,Excelente,Recomendo a todos,2018-04-19 13:48:00,2018-04-25 13:48:00
rev_002097,ord_002097,4,Bom,,2017-11-06 21:05:00,2017-11-14 21:05:00
rev_002098,ord_002098,5,,Recomendo a todos,2018-03-08 14:13:00,2018-03-15 14:13:00
rev_002099,ord_002099,1,Excelente,Atrasou a entrega,2018-03-08 17:24:00,
rev_002100,ord_002100,4,Bom,Produto chegou rapido,2017-12-08 12:15:00,2017-12-17 12:15:00
rev_002101,ord_002101,5,Bom,Recomendo a todos,2018-03-31 13:06:00,
rev_002102,ord_002102,5,,,2018-01-13 09:37:00,2018-01-21 09:37:00
rev_002105,ord_002105,4,Bom,,2018-08-13 22:35:00,
rev_002106,ord_002106,5,Bom,,2017-03-13 19:03:00,
rev_002107,ord_002107,5,,,2017-06-05 17:22:00,
rev_002108,ord_002108,5,Otimo,Atrasou a entrega,2017-05-13 21:47:00,2017-05-13 21:47:00
rev_002110,ord_002110,5,Otimo,Produto chegou rapido,2017-04-15 18:14:00,
rev_002111,ord_002111,5,,Produto chegou rapido,2017-07-16 12:51:00,2017-07-22 12:51:00
rev_002112,ord_002112,4,Otimo,,2018-11-02 17:53:00,
rev_002113,ord_002113,5,Recomendo,,2018-10-25 19:36:00,2018-11-02 19:36:00
rev_002114,ord_002114,4,Recomendo,Produto chegou rapido,2018-10-08 10:58:00,2018-10-10 10:58:00
rev_002115,ord_002115,5,,Otima qualidade,2018-07-02 11:14:00,
rev_002116,ord_002116,5,Excelente,,2018-08-24 10:04:00,2018-08-26 10:04:00
rev_002118,ord_002118,5,,Produto chegou rapido,2018-11-25 20:29:00,
rev_002119,ord_002119,3,,,2018-09-11 12:20:00,2018-09-16 12:20:00
rev_002120,ord_002120,5,Excelente,Otima qualidade,2018-09-06 21:03:00,
rev_002121,ord_002121,5,,Recomendo a todos,2018-10-16 08:03:00,
rev_002122,ord_002122,5,Excelente,Recomendo a todos,2018-05-25 21:05:00,
rev_002123,ord_002123,5,Recomendo,,2017-09-21 22:11:00,2017-09-26 22:11:00
rev_002124,ord_002124,4,Recomendo,Produto chegou rapido,2017-05-01 16:58:00,2017-05-07 16:58:00
rev_002125,ord_002125,5,,Otima qualidade,2018-02-13 09:16:00,2018-02-18 09:16:00
rev_002126,ord_002126,1,,Produto chegou rapido,2017-05-25 18:49:00,
rev_002128,ord_002128,1,Excelente,Recomendo a todos,2017-02-10 19:19:00,2017-02-14 19:19:00
rev_002129,ord_002129,5,,,2017-12-04 16:54:00,2017-12-13 16:54:00
rev_002130,ord_002130,5,,,2018-12-28 21:11:00,
rev_002131,ord_002131,1,,,2018-01-14 15:17:00,
rev_002132,ord_002132,3,,Recomendo a todos,2017-10-07 17:49:00,2017-10-15 17:49:00
rev_002133,ord_002133,5,Recomendo,,2018-02-14 12:07:00,2018-02-17 12:07:00
rev_002135,ord_002135,5,,Produto com defeito,2018-07-27 13:57:00,2018-08-03 13:57:00
rev_002136,ord_002136,5,,Produto chegou rapido,2018-07-17 11:24:00,2018-07-19 11:24:00
rev_002137,ord_002137,4,Recomendo,Recomendo a todos,2017-02-15 18:39:00,2017-02-23 18:39:00
rev_002138,ord_002138,5,,Produto chegou rapido,2018-04-29 12:07:00,2018-05-02 12:07:00
rev_002139,ord_002139,4,Bom,,2017-03-13 10:13:00,
rev_002140,ord_002140,5,Recomendo,,2018-07-31 09:27:00,2018-08-05 09:27:00
rev_002142,ord_002142,1,Excelente,,2018-12-14 21:17:00,2018-12-17 21:17:00
rev_002143,ord_002143,5,Excelente,,2017-09-03 17:53:00,2017-09-04 17:53:00
rev_002144,ord_002144,5,,Produto com defeito,2018-09-21 08:46:00,
rev_002145,ord_002145,5,Excelente,,2018-10-10 09:33:00,2018-10-18 09:33:00
rev_002146,ord_002146,4,,,2018-11-13 20:27:00,2018-11-15 20:27:00
rev_002147,ord_002147,5,Excelente,Otima qualidade,2017-10-28 16:37:00,2017-10-31 16:37:00
rev_002149,ord_002149,4,,Recomendo a todos,2017-09-14 20:08:00,2017-09-21 20:08:00
rev_002150,ord_002150,3,,,2017-02-27 14:51:00,2017-03-02 14:51:00
rev_002151,ord_002151,3,,Recomendo a todos,2018-07-25 13:29:00,
rev_002152,ord_002152,5,Excelente,Recomendo a todos,2018-02-26 19:56:00,2018-03-06 19:56:00
rev_002153,ord_002153,1,,Recomendo a todos,2017-10-09 11:57:00,2017-10-12 11:57:00
rev_002154,ord_002154,5,,,2018-11-16 18:01:00,
rev_002155,ord_002155,5,Excelente,Recomendo a todos,2018-04-18 20:23:00,2018-04-18 20:23:00
rev_002156,ord_002156,5,Recomendo,Otima qualidade,2019-01-12 12:31:00,2019-01-14 12:31:00
rev_002157,ord_002157,5,,,2018-10-05 16:32:00,2018-10-06 16:32:00
rev_002158,ord_002158,5,Recomendo,Atrasou a entrega,2018-11-28 08:49:00,2018-11-29 08:49:00
rev_002159,ord_002159,3,,Recomendo a todos,2018-09-20 13:08:00,2018-09-27 13:08:00
rev_002160,ord_002160,5,Excelente,Produto chegou rapido,2017-06-10 16:37:00,2017-06-15 16:37:00
rev_002161,ord_002161,5,Excelente,Produto com defeito,2017-04-20 09:56:00,2017-04-22 09:56:00
rev_002162,ord_002162,4,,Produto com defeito,2018-12-09 17:59:00,2018-12-15 17:59:00
rev_002163,ord_002163,4,Péssimo,Produto chegou rapido,2017-06-27 18:00:00,2017-07-03 18:00:00
rev_002164,ord_002164,5,,Produto chegou rapido,2018-01-29 11:58:00,
rev_002165,ord_002165,1,Otimo,Otima qualidade,2018-06-24 16:07:00,
rev_002166,ord_002166,4,Excelente,Otima qualidade,2017-09-15 09:32:00,2017-09-22 09:32:00
rev_002167,ord_002167,5,Recomendo,,2017-09-22 16:14:00,2017-09-25 16:14:00
rev_002168,ord_002168,5,Otimo,,2018-03-14 10:36:00,2018-03-22 10:36:00
rev_002169,ord_002169,5,,Produto chegou rapido,2018-01-01 14:02:00,2018-01-10 14:02:00
rev_002170,ord_002170,5,,,2018-08-01 08:14:00,2018-08-01 08:14:00
rev_002172,ord_002172,5,,Recomendo a todos,2018-04-11 08:54:00,
rev_002173,ord_002173,3,Bom,,2017-08-01 18:35:00,2017-08-02 18:35:00
rev_002174,ord_002174,5,Excelente,Produto com defeito,2018-07-01 11:42:00,
rev_002175,ord_002175,5,Excelente,Recomendo a todos,2017-06-06 22:40:00,2017-06-15 22:40:00
rev_002176,ord_002176,3,Excelente,Otima qualidade,2017-08-24 12:23:00,2017-08-28 12:23:00
rev_002177,ord_002177,5,,Recomendo a todos,2018-10-20 21:00:00,2018-10-25 21:00:00
rev_002178,ord_002178,5,,,2017-10-10 11:06:00,2017-10-10 11:06:00
rev_002179,ord_002179,1,Péssimo,,2018-08-31 17:27:00,2018-09-04 17:27:00
rev_002181,ord_002181,5,,,2017-10-03 16:14:00,
rev_002182,ord_002182,5,,Recomendo a todos,2017-11-20 22:41:00,
rev_002183,ord_002183,3,Excelente,Produto com defeito,2018-11-18 09:49:00,2018-11-20 09:49:00
rev_002184,ord_002184,5,Bom,Recomendo a todos,2018-02-02 08:54:00,
rev_002185,ord_002185,5,,Recomendo a todos,2017-10-14 13:17:00,2017-10-14 13:17:00
rev_002186,ord_002186,4,,Produto chegou rapido,2018-05-17 08:55:00,2018-05-25 08:55:00
rev_002187,ord_002187,4,,,2018-01-31 16:36:00,2018-02-09 16:36:00
rev_002189,ord_002189,5,Bom,,2019-01-20 12:46:00,2019-01-29 12:46:00
rev_002190,ord_002190,5,,Recomendo a todos,2018-05-09 15:14:00,2018-05-15 15:14:00
rev_002191,ord_002191,5,Excelente,,2018-03-11 20:48:00,2018-03-19 20:48:00
rev_002192,ord_002192,1,,Otima qualidade,2017-12-19 11:38:00,2017-12-20 11:38:00
rev_002193,ord_002193,3,Bom,,2018-12-29 21:47:00,
rev_002194,ord_002194,4,Recomendo,,2018-04-09 10:51:00,2018-04-15 10:51:00
rev_002196,ord_002196,1,,Otima qualidade,2019-01-06 15:02:00,
rev_002197,ord_002197,4,Recomendo,Produto chegou rapido,2019-01-02 18:17:00,2019-01-08 18:17:00
rev_002198,ord_002198,5,,Recomendo a todos,2018-03-03 20:52:00,2018-03-07 20:52:00
rev_002199,ord_002199,5,,,2017-12-17 16:37:00,2017-12-25 16:37:00
rev_002200,ord_002200,5,Excelente,,2018-08-01 08:53:00,
