order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
ord_002064,cust_002383,delivered,15/09/2017 21:55,16/09/2017 16:55,19/09/2017 16:55,25/09/2017 16:55,30/09/2017 21:55
ord_002065,cust_002081,delivered,09/04/2018 13:59,10/04/2018 13:59,14/04/2018 13:59,19/04/2018 13:59,30/04/2018 13:59
ord_002066,cust_002965,delivered,10/07/2018 09:08,11/07/2018 11:08,15/07/2018 11:08,23/07/2018 11:08,01/08/2018 09:08
ord_002067,cust_000890,delivered,09/07/2018 13:56,09/07/2018 17:56,10/07/2018 17:56,23/07/2018 17:56,01/08/2018 13:56
ord_002068,cust_001196,delivered,20/11/2018 15:42,21/11/2018 16:42,27/11/2018 16:42,09/12/2018 16:42,05/12/2018 15:42
ord_002069,cust_002880,delivered,14/12/2018 17:29,15/12/2018 04:29,20/12/2018 04:29,24/12/2018 04:29,29/12/2018 17:29
ord_002070,cust_002743,delivered,18/11/2018 21:57,19/11/2018 13:57,22/11/2018 13:57,06/12/2018 13:57,28/11/2018 21:57
ord_002071,cust_000933,delivered,17/06/2018 14:42,19/06/2018 05:42,22/06/2018 05:42,04/07/2018 05:42,06/07/2018 14:42
ord_002072,cust_002872,delivered,25/08/2017 17:35,26/08/2017 15:35,31/08/2017 15:35,14/09/2017 15:35,12/09/2017 17:35
ord_002073,cust_001727,delivered,02/12/2018 09:12,03/12/2018 04:12,07/12/2018 04:12,21/12/2018 04:12,17/12/2018 09:12
ord_002074,cust_002978,delivered,27/07/2017 22:14,27/07/2017 22:14,01/08/2017 22:14,09/08/2017 22:14,09/08/2017 22:14
ord_002075,cust_000148,delivered,04/07/2017 17:54,06/07/2017 16:54,09/07/2017 16:54,11/07/2017 16:54,26/07/2017 17:54
ord_002076,cust_001727,delivered,23/11/2017 17:12,24/11/2017 21:12,27/11/2017 21:12,29/11/2017 21:12,17/12/2017 17:12
ord_002077,cust_002969,delivered,18/05/2018 20:01,20/05/2018 08:01,23/05/2018 08:01,02/06/2018 08:01,11/06/2018 20:01
ord_002078,cust_002887,delivered,24/07/2018 18:15,25/07/2018 14:15,27/07/2018 14:15,30/07/2018 14:15,09/08/2018 18:15
ord_002079,cust_001728,delivered,20/01/2017 17:28,21/01/2017 05:28,26/01/2017 05:28,05/02/2017 05:28,10/02/2017 17:28
ord_002080,cust_000127,shipped,18/09/2018 16:22,19/09/2018 05:22,24/09/2018 05:22,,10/10/2018 16:22
ord_002081,cust_002925,canceled,27/07/2017 15:56,27/07/2017 15:56,,,17/08/2017 15:56
ord_002082,cust_000474,delivered,12/11/2017 20:25,14/11/2017 14:25,15/11/2017 14:25,20/11/2017 14:25,27/11/2017 20:25
ord_002083,cust_000902,delivered,25/11/2017 22:53,26/11/2017 23:53,27/11/2017 23:53,30/11/2017 23:53,18/12/2017 22:53
ord_002084,cust_002629,delivered,28/11/2017 17:35,29/11/2017 09:35,01/12/2017 09:35,07/12/2017 09:35,17/12/2017 17:35
ord_002085,cust_001581,delivered,08/09/2018 08:31,09/09/2018 17:31,10/09/2018 17:31,23/09/2018 17:31,19/09/2018 08:31
ord_002086,cust_000773,delivered,27/02/2017 11:09,27/02/2017 17:09,03/03/2017 17:09,12/03/2017 17:09,11/03/2017 11:09
ord_002087,cust_000055,delivered,17/08/2017 20:16,18/08/2017 18:16,24/08/2017 18:16,07/09/2017 18:16,03/09/2017 20:16
ord_002088,cust_000546,delivered,02/02/2017 17:52,03/02/2017 13:52,08/02/2017 13:52,13/02/2017 13:52,26/02/2017 17:52
ord_002089,cust_002312,delivered,18/09/2018 16:46,20/09/2018 11:46,26/09/2018 11:46,06/10/2018 11:46,08/10/2018 16:46
ord_002090,cust_002150,canceled,23/12/2018 19:26,25/12/2018 09:26,,,11/01/2019 19:26
ord_002091,cust_000499,processing,11/07/2018 21:54,13/07/2018 09:54,,,30/07/2018 21:54
ord_002092,cust_002703,delivered,29/05/2018 13:49,30/05/2018 01:49,04/06/2018 01:49,10/06/2018 01:49,21/06/2018 13:49
ord_002093,cust_001275,delivered,23/11/2018 10:06,24/11/2018 10:06,27/11/2018 10:06,07/12/2018 10:06,11/12/2018 10:06
ord_002094,cust_002098,delivered,08/10/2017 15:36,10/10/2017 14:36,15/10/2017 14:36,25/10/2017 14:36,24/10/2017 15:36
ord_002095,cust_002010,delivered,01/04/2017 16:47,01/04/2017 16:47,02/04/2017 16:47,04/04/2017 16:47,16/04/2017 16:47
ord_002096,cust_000346,delivered,06/04/2018 13:48,07/04/2018 20:48,11/04/2018 20:48,22/04/2018 20:48,23/04/2018 13:48
ord_002097,cust_000246,delivered,13/10/2017 21:05,14/10/2017 13:05,19/10/2017 13:05,30/10/2017 13:05,26/10/2017 21:05
ord_002098,cust_001839,delivered,25/02/2018 14:13,27/02/2018 01:13,02/03/2018 01:13,08/03/2018 01:13,21/03/2018 14:13
ord_002099,cust_002350,delivered,28/02/2018 17:24,01/03/2018 16:24,03/03/2018 16:24,05/03/2018 16:24,23/03/2018 17:24
ord_002100,cust_002816,shipped,24/11/2017 12:15,25/11/2017 21:15,26/11/2017 21:15,,09/12/2017 12:15
ord_002101,cust_002417,delivered,21/03/2018 13:06,22/03/2018 01:06,24/03/2018 01:06,30/03/2018 01:06,11/04/2018 13:06
ord_002102,cust_001759,delivered,04/01/2018 09:37,06/01/2018 03:37,11/01/2018 03:37,23/01/2018 03:37,25/01/2018 09:37
ord_002103,cust_001593,delivered,25/05/2017 22:30,27/05/2017 14:30,02/06/2017 14:30,05/06/2017 14:30,13/06/2017 22:30
ord_002104,cust_001212,delivered,05/11/2018 21:09,07/11/2018 03:09,11/11/2018 03:09,16/11/2018 03:09,16/11/2018 21:09
ord_002105,cust_001814,delivered,05/08/2018 22:35,06/08/2018 18:35,08/08/2018 18:35,19/08/2018 18:35,16/08/2018 22:35
ord_002106,cust_002873,delivered,28/02/2017 19:03,01/03/2017 02:03,03/03/2017 02:03,17/03/2017 02:03,20/03/2017 19:03
ord_002107,cust_000282,delivered,28/05/2017 17:22,29/05/2017 02:22,04/06/2017 02:22,13/06/2017 02:22,08/06/2017 17:22
ord_002108,cust_001435,delivered,06/05/2017 21:47,07/05/2017 16:47,11/05/2017 16:47,13/05/2017 16:47,28/05/2017 21:47
ord_002109,cust_001346,delivered,26/03/2017 20:53,28/03/2017 09:53,02/04/2017 09:53,13/04/2017 09:53,11/04/2017 20:53
ord_002110,cust_000912,delivered,23/03/2017 18:14,25/03/2017 15:14,28/03/2017 15:14,30/03/2017 15:14,14/04/2017 18:14
ord_002111,cust_002523,invoiced,10/07/2017 12:51,11/07/2017 17:51,,,21/07/2017 12:51
ord_002112,cust_001640,delivered,26/10/2018 17:53,28/10/2018 14:53,31/10/2018 14:53,10/11/2018 14:53,10/11/2018 17:53
ord_002113,cust_000267,shipped,16/10/2018 19:36,17/10/2018 04:36,22/10/2018 04:36,,28/10/2018 19:36
ord_002114,cust_002087,delivered,21/09/2018 10:58,22/09/2018 21:58,28/09/2018 21:58,30/09/2018 21:58,08/10/2018 10:58
ord_002115,cust_002966,delivered,13/06/2018 11:14,14/06/2018 12:14,17/06/2018 12:14,24/06/2018 12:14,24/06/2018 11:14
ord_002116,cust_000563,shipped,18/08/2018 10:04,18/08/2018 16:04,23/08/2018 16:04,,01/09/2018 10:04
ord_002117,cust_001457,delivered,26/08/2018 13:50,27/08/2018 22:50,31/08/2018 22:50,09/09/2018 22:50,09/09/2018 13:50
ord_002118,cust_000720,delivered,17/11/2018 20:29,19/11/2018 15:29,22/11/2018 15:29,06/12/2018 15:29,04/12/2018 20:29
ord_002119,cust_000038,delivered,23/08/2018 12:20,24/08/2018 09:20,29/08/2018 09:20,01/09/2018 09:20,02/09/2018 12:20
ord_002120,cust_001291,delivered,25/08/2018 21:03,26/08/2018 09:03,29/08/2018 09:03,08/09/2018 09:03,08/09/2018 21:03
ord_002121,cust_001019,delivered,02/10/2018 08:03,02/10/2018 22:03,07/10/2018 22:03,17/10/2018 22:03,22/10/2018 08:03
ord_002122,cust_002705,delivered,07/05/2018 21:05,09/05/2018 01:05,10/05/2018 01:05,24/05/2018 01:05,23/05/2018 21:05
ord_002123,cust_001501,delivered,01/09/2017 22:11,03/09/2017 07:11,09/09/2017 07:11,16/09/2017 07:11,19/09/2017 22:11
ord_002124,cust_001892,delivered,22/04/2017 16:58,23/04/2017 02:58,29/04/2017 02:58,03/05/2017 02:58,14/05/2017 16:58
ord_002125,cust_002876,delivered,02/02/2018 09:16,03/02/2018 17:16,09/02/2018 17:16,22/02/2018 17:16,19/02/2018 09:16
ord_002126,cust_001589,delivered,01/05/2017 18:49,03/05/2017 05:49,09/05/2017 05:49,11/05/2017 05:49,24/05/2017 18:49
ord_002127,cust_002115,delivered,22/07/2017 21:01,22/07/2017 21:01,27/07/2017 21:01,03/08/2017 21:01,15/08/2017 21:01
ord_002128,cust_001575,delivered,04/02/2017 19:19,05/02/2017 13:19,10/02/2017 13:19,20/02/2017 13:19,21/02/2017 19:19
ord_002129,cust_001743,shipped,15/11/2017 16:54,16/11/2017 03:54,22/11/2017 03:54,,02/12/2017 16:54
ord_002130,cust_000626,delivered,16/12/2018 21:11,18/12/2018 11:11,23/12/2018 11:11,28/12/2018 11:11,30/12/2018 21:11
ord_002131,cust_002899,delivered,03/01/2018 15:17,04/01/2018 22:17,06/01/2018 22:17,09/01/2018 22:17,26/01/2018 15:17
ord_002132,cust_000918,delivered,26/09/2017 17:49,27/09/2017 18:49,28/09/2017 18:49,10/10/2017 18:49,17/10/2017 17:49
ord_002133,cust_000884,delivered,21/01/2018 12:07,21/01/2018 22:07,27/01/2018 22:07,01/02/2018 22:07,02/02/2018 12:07
ord_002134,cust_001013,delivered,16/11/2017 08:03,17/11/2017 07:03,18/11/2017 07:03,27/11/2017 07:03,05/12/2017 08:03
ord_002135,cust_001139,delivered,19/07/2018 13:57,21/07/2018 11:57,27/07/2018 11:57,01/08/2018 11:57,01/08/2018 13:57
ord_002136,cust_001056,canceled,26/06/2018 11:24,28/06/2018 10:24,,,20/07/2018 11:24
ord_002137,cust_002304,delivered,09/02/2017 18:39,10/02/2017 01:39,11/02/2017 01:39,23/02/2017 01:39,23/02/2017 18:39
ord_002138,cust_002168,delivered,07/04/2018 12:07,08/04/2018 11:07,13/04/2018 11:07,15/04/2018 11:07,18/04/2018 12:07
ord_002139,cust_001783,delivered,21/02/2017 10:13,22/02/2017 21:13,26/02/2017 21:13,09/03/2017 21:13,17/03/2017 10:13
ord_002140,cust_000896,delivered,21/07/2018 09:27,21/07/2018 23:27,24/07/2018 23:27,03/08/2018 23:27,09/08/2018 09:27
ord_002141,cust_000656,invoiced,28/11/2018 17:40,30/11/2018 16:40,,,21/12/2018 17:40
ord_002142,cust_002047,delivered,22/11/2018 21:17,23/11/2018 19:17,26/11/2018 19:17,01/12/2018 19:17,15/12/2018 21:17
ord_002143,cust_002253,delivered,25/08/2017 17:53,26/08/2017 09:53,31/08/2017 09:53,13/09/2017 09:53,10/09/2017 17:53
ord_002144,cust_001205,delivered,29/08/2018 08:46,31/08/2018 05:46,03/09/2018 05:46,10/09/2018 05:46,14/09/2018 08:46
ord_002145,cust_000801,delivered,26/09/2018 09:33,27/09/2018 13:33,28/09/2018 13:33,01/10/2018 13:33,18/10/2018 09:33
ord_002146,cust_001367,delivered,04/11/2018 20:27,04/11/2018 22:27,07/11/2018 22:27,17/11/2018 22:27,19/11/2018 20:27
ord_002147,cust_001676,delivered,12/10/2017 16:37,12/10/2017 21:37,16/10/2017 21:37,28/10/2017 21:37,25/10/2017 16:37
ord_002148,cust_000176,delivered,25/02/2018 16:43,27/02/2018 15:43,02/03/2018 15:43,09/03/2018 15:43,15/03/2018 16:43
ord_002149,cust_002568,delivered,09/09/2017 20:08,11/09/2017 01:08,15/09/2017 01:08,18/09/2017 01:08,27/09/2017 20:08
ord_002150,cust_002153,delivered,05/02/2017 14:51,07/02/2017 07:51,13/02/2017 07:51,16/02/2017 07:51,27/02/2017 14:51
ord_002151,cust_000825,delivered,10/07/2018 13:29,12/07/2018 12:29,15/07/2018 12:29,21/07/2018 12:29,22/07/2018 13:29
ord_002152,cust_002497,delivered,11/02/2018 19:56,13/02/2018 06:56,18/02/2018 06:56,26/02/2018 06:56,28/02/2018 19:56
ord_002153,cust_002283,canceled,03/10/2017 11:57,05/10/2017 09:57,,,21/10/2017 11:57
ord_002154,cust_001518,delivered,26/10/2018 18:01,28/10/2018 15:01,02/11/2018 15:01,12/11/2018 15:01,19/11/2018 18:01
ord_002155,cust_002584,invoiced,28/03/2018 20:23,29/03/2018 15:23,,,10/04/2018 20:23
ord_002156,cust_000613,delivered,29/12/2018 12:31,30/12/2018 18:31,05/01/2019 18:31,15/01/2019 18:31,17/01/2019 12:31
ord_002157,cust_000951,delivered,26/09/2018 16:32,28/09/2018 07:32,01/10/2018 07:32,04/10/2018 07:32,14/10/2018 16:32
ord_002158,cust_002989,delivered,07/11/2018 08:49,09/11/2018 05:49,11/11/2018 05:49,15/11/2018 05:49,01/12/2018 08:49
ord_002159,cust_000589,delivered,15/09/2018 13:08,17/09/2018 04:08,23/09/2018 04:08,05/10/2018 04:08,01/10/2018 13:08
ord_002160,cust_002559,processing,17/05/2017 16:37,19/05/2017 06:37,,,29/05/2017 16:37
ord_002161,cust_002597,delivered,30/03/2017 09:56,31/03/2017 00:56,01/04/2017 00:56,11/04/2017 00:56,17/04/2017 09:56
ord_002162,cust_001136,delivered,24/11/2018 17:59,25/11/2018 13:59,27/11/2018 13:59,04/12/2018 13:59,16/12/2018 17:59
ord_002163,cust_001399,delivered,20/06/2017 18:00,22/06/2017 09:00,24/06/2017 09:00,07/07/2017 09:00,02/07/2017 18:00
ord_002164,cust_002812,delivered,12/01/2018 11:58,12/01/2018 17:58,17/01/2018 17:58,23/01/2018 17:58,01/02/2018 11:58
ord_002165,cust_000934,delivered,10/06/2018 16:07,10/06/2018 23:07,12/06/2018 23:07,22/06/2018 23:07,27/06/2018 16:07
ord_002166,cust_001112,invoiced,31/08/2017 09:32,01/09/2017 22:32,,,21/09/2017 09:32
ord_002167,cust_000031,delivered,12/09/2017 16:14,14/09/2017 14:14,20/09/2017 14:14,22/09/2017 14:14,26/09/2017 16:14
ord_002168,cust_001071,delivered,07/03/2018 10:36,08/03/2018 06:36,14/03/2018 06:36,28/03/2018 06:36,29/03/2018 10:36
ord_002169,cust_000582,delivered,20/12/2017 14:02,22/12/2017 07:02,28/12/2017 07:02,07/01/2018 07:02,01/01/2018 14:02
ord_002170,cust_000612,delivered,21/07/2018 08:14,22/07/2018 01:14,26/07/2018 01:14,31/07/2018 01:14,07/08/2018 08:14
ord_002171,cust_001538,delivered,11/04/2017 16:18,12/04/2017 16:18,16/04/2017 16:18,28/04/2017 16:18,28/04/2017 16:18
ord_002172,cust_002312,delivered,23/03/2018 08:54,25/03/2018 06:54,30/03/2018 06:54,05/04/2018 06:54,06/04/2018 08:54
ord_002173,cust_002486,delivered,27/07/2017 18:35,28/07/2017 12:35,30/07/2017 12:35,02/08/2017 12:35,08/08/2017 18:35
ord_002174,cust_001124,delivered,08/06/2018 11:42,10/06/2018 05:42,14/06/2018 05:42,24/06/2018 05:42,02/07/2018 11:42
ord_002175,cust_001506,delivered,28/05/2017 22:40,30/05/2017 19:40,02/06/2017 19:40,05/06/2017 19:40,13/06/2017 22:40
ord_002176,cust_000230,delivered,18/08/2017 12:23,19/08/2017 23:23,24/08/2017 23:23,02/09/2017 23:23,10/09/2017 12:23
ord_002177,cust_000829,delivered,02/10/2018 21:00,03/10/2018 00:00,07/10/2018 00:00,17/10/2018 00:00,16/10/2018 21:00
ord_002178,cust_000935,delivered,21/09/2017 11:06,23/09/2017 09:06,26/09/2017 09:06,30/09/2017 09:06,10/10/2017 11:06
ord_002179,cust_002787,shipped,25/08/2018 17:27,26/08/2018 16:27,30/08/2018 16:27,,12/09/2018 17:27
ord_002180,cust_002549,delivered,24/10/2017 09:56,24/10/2017 22:56,26/10/2017 22:56,02/11/2017 22:56,09/11/2017 09:56
ord_002181,cust_001107,shipped,21/09/2017 16:14,22/09/2017 15:14,24/09/2017 15:14,,08/10/2017 16:14
ord_002182,cust_000517,delivered,14/11/2017 22:41,15/11/2017 19:41,20/11/2017 19:41,23/11/2017 19:41,27/11/2017 22:41
ord_002183,cust_000488,delivered,13/11/2018 09:49,14/11/2018 03:49,15/11/2018 03:49,26/11/2018 03:49,25/11/2018 09:49
ord_002184,cust_001536,delivered,17/01/2018 08:54,18/01/2018 16:54,23/01/2018 16:54,27/01/2018 16:54,06/02/2018 08:54
ord_002185,cust_002836,delivered,29/09/2017 13:17,29/09/2017 18:17,05/10/2017 18:17,09/10/2017 18:17,13/10/2017 13:17
ord_002186,cust_001796,delivered,24/04/2018 08:55,25/04/2018 14:55,30/04/2018 14:55,05/05/2018 14:55,11/05/2018 08:55
ord_002187,cust_001189,delivered,08/01/2018 16:36,09/01/2018 04:36,13/01/2018 04:36,20/01/2018 04:36,26/01/2018 16:36
ord_002188,cust_002485,delivered,25/09/2018 20:30,27/09/2018 10:30,02/10/2018 10:30,15/10/2018 10:30,19/10/2018 20:30
ord_002189,cust_001447,delivered,27/12/2018 12:46,29/12/2018 11:46,30/12/2018 11:46,10/01/2019 11:46,18/01/2019 12:46
ord_002190,cust_000653,delivered,18/04/2018 15:14,19/04/2018 13:14,20/04/2018 13:14,01/05/2018 13:14,30/04/2018 15:14
ord_002191,cust_002489,delivered,25/02/2018 20:48,27/02/2018 10:48,05/03/2018 10:48,09/03/2018 10:48,07/03/2018 20:48
ord_002192,cust_002735,delivered,06/12/2017 11:38,07/12/2017 02:38,10/12/2017 02:38,20/12/2017 02:38,30/12/2017 11:38
ord_002193,cust_000863,delivered,18/12/2018 21:47,20/12/2018 13:47,23/12/2018 13:47,29/12/2018 13:47,29/12/2018 21:47
ord_002194,cust_002942,delivered,19/03/2018 10:51,20/03/2018 11:51,21/03/2018 11:51,29/03/2018 11:51,08/04/2018 10:51
ord_002195,cust_001586,delivered,30/07/2017 08:37,31/07/2017 08:37,05/08/2017 08:37,15/08/2017 08:37,20/08/2017 08:37
ord_002196,cust_000723,delivered,16/12/2018 15:02,16/12/2018 19:02,17/12/2018 19:02,21/12/2018 19:02,07/01/2019 15:02
ord_002197,cust_002598,delivered,11/12/2018 18:17,13/12/2018 01:17,15/12/2018 01:17,21/12/2018 01:17,26/12/2018 18:17
ord_002198,cust_000422,delivered,14/02/2018 20:52,16/02/2018 09:52,18/02/2018 09:52,25/02/2018 09:52,01/03/2018 20:52
ord_002199,cust_000768,delivered,10/12/2017 16:37,11/12/2017 16:37,17/12/2017 16:37,30/12/2017 16:37,23/12/2017 16:37
ord_002200,cust_001100,delivered,23/07/2018 08:53,23/07/2018 15:53,29/07/2018 15:53,12/08/2018 15:53,04/08/2018 08:53
ord_002201,cust_002682,delivered,16/10/2018 18:23,18/10/2018 02:23,19/10/2018 02:23,02/11/2018 02:23,29/10/2018 18:23
ord_002202,cust_002848,delivered,30/03/2018 09:30,31/03/2018 15:30,01/04/2018 15:30,09/04/2018 15:30,12/04/2018 09:30
ord_002203,cust_000574,delivered,28/11/2017 21:51,30/11/2017 14:51,06/12/2017 14:51,16/12/2017 14:51,22/12/2017 21:51
ord_002204,cust_000047,delivered,16/11/2017 09:45,18/11/2017 06:45,22/11/2017 06:45,03/12/2017 06:45,03/12/2017 09:45
ord_002205,cust_002563,delivered,26/11/2017 09:22,26/11/2017 20:22,01/12/2017 20:22,13/12/2017 20:22,13/12/2017 09:22
ord_002206,cust_001601,delivered,30/05/2017 14:01,31/05/2017 04:01,04/06/2017 04:01,14/06/2017 04:01,18/06/2017 14:01
ord_002207,cust_001180,delivered,18/09/2018 10:52,20/09/2018 07:52,22/09/2018 07:52,05/10/2018 07:52,30/09/2018 10:52
ord_002208,cust_000024,delivered,16/05/2017 17:47,16/05/2017 22:47,21/05/2017 22:47,27/05/2017 22:47,09/06/2017 17:47
ord_002209,cust_001644,delivered,17/01/2018 16:26,19/01/2018 11:26,21/01/2018 11:26,01/02/2018 11:26,02/02/2018 16:26
ord_002210,cust_000402,processing,19/10/2018 08:32,19/10/2018 15:32,,,05/11/2018 08:32
ord_002211,cust_001654,delivered,22/01/2018 19:12,23/01/2018 15:12,29/01/2018 15:12,10/02/2018 15:12,04/02/2018 19:12
ord_002212,cust_000456,delivered,11/11/2017 15:24,,14/11/2017 21:24,28/11/2017 21:24,25/11/2017 15:24
ord_002213,cust_000614,delivered,05/12/2018 21:09,07/12/2018 19:09,08/12/2018 19:09,11/12/2018 19:09,17/12/2018 21:09
ord_002214,cust_000377,delivered,08/06/2017 09:12,09/06/2017 09:12,12/06/2017 09:12,25/06/2017 09:12,25/06/2017 09:12
ord_002215,cust_000518,delivered,15/11/2018 10:50,17/11/2018 04:50,18/11/2018 04:50,30/11/2018 04:50,09/12/2018 10:50
ord_002216,cust_002101,delivered,26/03/2017 11:21,26/03/2017 12:21,29/03/2017 12:21,11/04/2017 12:21,05/04/2017 11:21
ord_002217,cust_002134,delivered,29/01/2018 11:48,29/01/2018 12:48,03/02/2018 12:48,08/02/2018 12:48,14/02/2018 11:48
ord_002218,cust_001375,delivered,24/06/2018 17:28,25/06/2018 18:28,28/06/2018 18:28,07/07/2018 18:28,09/07/2018 17:28
ord_002219,cust_002476,delivered,27/12/2017 19:04,27/12/2017 21:04,28/12/2017 21:04,30/12/2017 21:04,16/01/2018 19:04
ord_002220,cust_002883,delivered,23/04/2018 18:21,24/04/2018 20:21,30/04/2018 20:21,02/05/2018 20:21,14/05/2018 18:21
ord_002221,cust_000410,delivered,24/08/2017 13:09,25/08/2017 22:09,29/08/2017 22:09,07/09/2017 22:09,16/09/2017 13:09
ord_002222,cust_000690,delivered,15/05/2018 09:41,16/05/2018 08:41,17/05/2018 08:41,31/05/2018 08:41,28/05/2018 09:41
ord_002223,cust_002254,delivered,16/06/2017 20:54,18/06/2017 09:54,22/06/2017 09:54,26/06/2017 09:54,29/06/2017 20:54
ord_002224,cust_001767,delivered,28/09/2018 11:45,28/09/2018 15:45,04/10/2018 15:45,16/10/2018 15:45,15/10/2018 11:45
ord_002225,cust_000980,delivered,25/05/2018 09:46,25/05/2018 20:46,26/05/2018 20:46,29/05/2018 20:46,05/06/2018 09:46
ord_002226,cust_001741,delivered,18/03/2018 16:51,18/03/2018 23:51,23/03/2018 23:51,25/03/2018 23:51,04/04/2018 16:51
ord_002227,cust_001783,delivered,17/03/2017 09:46,18/03/2017 08:46,21/03/2017 08:46,30/03/2017 08:46,30/03/2017 09:46
ord_002228,cust_001777,delivered,30/03/2018 15:34,31/03/2018 10:34,05/04/2018 10:34,10/04/2018 10:34,13/04/2018 15:34
ord_002229,cust_001603,delivered,12/05/2018 16:42,13/05/2018 17:42,14/05/2018 17:42,17/05/2018 17:42,01/06/2018 16:42
ord_002230,cust_000093,delivered,18/10/2017 16:24,18/10/2017 23:24,24/10/2017 23:24,06/11/2017 23:24,30/10/2017 16:24
ord_002231,cust_002230,canceled,22/07/2018 14:04,23/07/2018 11:04,,,06/08/2018 14:04
ord_002232,cust_000562,delivered,13/04/2017 18:42,15/04/2017 06:42,19/04/2017 06:42,21/04/2017 06:42,03/05/2017 18:42
ord_002233,cust_001625,delivered,28/08/2017 16:43,28/08/2017 19:43,30/08/2017 19:43,13/09/2017 19:43,14/09/2017 16:43
ord_002234,cust_001601,delivered,26/08/2018 12:13,28/08/2018 01:13,29/08/2018 01:13,31/08/2018 01:13,17/09/2018 12:13
ord_002235,cust_000280,delivered,30/06/2017 21:57,01/07/2017 07:57,06/07/2017 07:57,17/07/2017 07:57,10/07/2017 21:57
ord_002236,cust_000863,delivered,30/09/2017 20:03,02/10/2017 13:03,07/10/2017 13:03,19/10/2017 13:03,16/10/2017 20:03
ord_002237,cust_000837,delivered,05/07/2018 16:44,07/07/2018 07:44,12/07/2018 07:44,17/07/2018 07:44,15/07/2018 16:44
ord_002238,cust_000603,delivered,21/08/2018 08:58,22/08/2018 05:58,25/08/2018 05:58,28/08/2018 05:58,31/08/2018 08:58
ord_002239,cust_001193,delivered,13/03/2017 19:18,13/03/2017 22:18,18/03/2017 22:18,27/03/2017 22:18,29/03/2017 19:18
ord_002240,cust_000878,delivered,08/06/2017 15:54,09/06/2017 09:54,14/06/2017 09:54,27/06/2017 09:54,21/06/2017 15:54
ord_002241,cust_001716,delivered,21/02/2018 20:49,23/02/2018 01:49,26/02/2018 01:49,28/02/2018 01:49,05/03/2018 20:49
ord_002242,cust_000185,delivered,30/05/2018 22:44,31/05/2018 14:44,05/06/2018 14:44,18/06/2018 14:44,23/06/2018 22:44
ord_002243,cust_000508,delivered,27/02/2018 22:57,01/03/2018 04:57,03/03/2018 04:57,13/03/2018 04:57,20/03/2018 22:57
ord_002244,cust_001546,delivered,03/07/2018 08:39,04/07/2018 23:39,09/07/2018 23:39,23/07/2018 23:39,19/07/2018 08:39
ord_002245,cust_001012,delivered,05/09/2018 13:29,07/09/2018 10:29,11/09/2018 10:29,16/09/2018 10:29,29/09/2018 13:29
ord_002246,cust_001245,delivered,05/12/2018 10:40,06/12/2018 05:40,11/12/2018 05:40,21/12/2018 05:40,16/12/2018 10:40
ord_002247,cust_000189,delivered,11/12/2017 20:24,13/12/2017 19:24,18/12/2017 19:24,25/12/2017 19:24,03/01/2018 20:24
ord_002248,cust_000762,delivered,16/07/2017 18:19,17/07/2017 05:19,18/07/2017 05:19,28/07/2017 05:19,08/08/2017 18:19
ord_002249,cust_000967,delivered,16/10/2017 19:04,18/10/2017 16:04,23/10/2017 16:04,27/10/2017 16:04,01/11/2017 19:04
ord_002250,cust_000067,delivered,01/07/2017 21:22,02/07/2017 03:22,07/07/2017 03:22,15/07/2017 03:22,21/07/2017 21:22
ord_002251,cust_001536,delivered,15/01/2018 15:48,16/01/2018 16:48,17/01/2018 16:48,31/01/2018 16:48,29/01/2018 15:48
ord_002252,cust_000151,delivered,08/11/2018 08:56,09/11/2018 16:56,11/11/2018 16:56,23/11/2018 16:56,02/12/2018 08:56
ord_002253,cust_002809,delivered,09/12/2017 17:58,09/12/2017 19:58,14/12/2017 19:58,18/12/2017 19:58,26/12/2017 17:58
ord_002254,cust_000119,delivered,01/07/2017 16:12,02/07/2017 13:12,05/07/2017 13:12,07/07/2017 13:12,14/07/2017 16:12
ord_002255,cust_000533,delivered,15/04/2018 16:34,16/04/2018 05:34,17/04/2018 05:34,24/04/2018 05:34,26/04/2018 16:34
ord_002256,cust_001563,shipped,27/12/2018 21:34,29/12/2018 12:34,04/01/2019 12:34,,16/01/2019 21:34
ord_002257,cust_000082,delivered,09/08/2017 14:10,10/08/2017 12:10,14/08/2017 12:10,19/08/2017 12:10,02/09/2017 14:10
ord_002258,cust_001871,delivered,18/09/2018 12:34,18/09/2018 16:34,21/09/2018 16:34,25/09/2018 16:34,08/10/2018 12:34
ord_002259,cust_001131,delivered,13/10/2018 13:21,13/10/2018 14:21,17/10/2018 14:21,26/10/2018 14:21,02/11/2018 13:21
ord_002260,cust_000058,delivered,20/01/2018 08:56,20/01/2018 09:56,23/01/2018 09:56,26/01/2018 09:56,10/02/2018 08:56
ord_002261,cust_001822,delivered,16/06/2018 20:15,16/06/2018 21:15,17/06/2018 21:15,30/06/2018 21:15,30/06/2018 20:15
ord_002262,cust_000224,delivered,12/02/2018 10:50,13/02/2018 09:50,17/02/2018 09:50,19/02/2018 09:50,27/02/2018 10:50
ord_002263,cust_001822,delivered,15/10/2017 20:53,16/10/2017 11:53,22/10/2017 11:53,26/10/2017 11:53,05/11/2017 20:53
