order_id,payment_sequential,payment_type,payment_installments,payment_value
ord_001366,1,credit_card,8,335.52
ord_001367,1,credit_card,1,122.51
ord_001368,1,credit_card,1,53.99
ord_001369,1,credit_card,1,102.97
ord_001369,2,voucher,1,102.97
ord_001370,1,voucher,1,26.85
ord_001371,1,credit_card,1,88.11
ord_001372,1,voucher,1,252.94
ord_001373,1,credit_card,3,104.24
ord_001374,1,credit_card,2,50.61
ord_001375,1,boleto,1,46.47
ord_001376,1,credit_card,1,45.77
ord_001377,1,credit_card,3,79.51
ord_001378,1,voucher,1,48.77
ord_001379,1,credit_card,3,171.32
ord_001380,1,credit_card,1,141.23
ord_001381,1,credit_card,1,133.46
ord_001382,1,credit_card,8,84.8
ord_001383,1,credit_card,1,140.43
ord_001384,1,voucher,1,166.45
ord_001385,1,credit_card,1,98.54
ord_001386,1,credit_card,1,204.04
ord_001387,1,credit_card,3,193.26
ord_001388,1,debit_card,1,439.37
ord_001389,1,credit_card,1,175.96
ord_001390,1,boleto,1,35.7
ord_001391,1,credit_card,1,238.88
ord_001392,1,credit_card,3,80.31
ord_001393,1,credit_card,1,48.55
ord_001394,1,credit_card,1,77.01
ord_001395,1,credit_card,1,56.5
ord_001396,1,boleto,1,206.44
ord_001397,1,credit_card,1,108.78
ord_001398,1,credit_card,1,23.64
ord_001399,1,credit_card,1,35.03
ord_001400,1,credit_card,1,58.24
ord_001401,1,credit_card,1,49.86
ord_001402,1,credit_card,1,63.05
ord_001403,1,credit_card,10,39.33
ord_001404,1,credit_card,5,65.98
ord_001405,1,credit_card,1,78.27
ord_001406,1,credit_card,1,86.38
ord_001407,1,debit_card,1,193.16
ord_001408,1,voucher,1,193.54
ord_001409,1,credit_card,1,119.97
ord_001410,1,voucher,1,69.4
ord_001411,1,credit_card,4,116.59
ord_001412,1,credit_card,2,120.33
ord_001413,1,credit_card,1,62.24
ord_001414,1,boleto,1,91.23
ord_001415,1,credit_card,1,222.32
ord_001416,1,credit_card,1,26.75
ord_001417,1,boleto,1,232.93
ord_001418,1,credit_card,1,485.29
ord_001419,1,credit_card,5,47.17
ord_001420,1,credit_card,6,54.64
ord_001421,1,credit_card,2,74.61
ord_001422,1,voucher,1,58.17
ord_001423,1,credit_card,1,120.05
ord_001424,1,boleto,1,69.64
ord_001425,1,voucher,1,165.58
ord_001426,1,credit_card,1,22.15
ord_001427,1,credit_card,1,209.77
ord_001428,1,credit_card,1,88.73
ord_001429,1,debit_card,1,81.93
ord_001430,1,credit_card,1,39.36
ord_001431,1,credit_card,1,69.8
ord_001432,1,credit_card,5,54.44
ord_001433,1,voucher,1,522.83
ord_001434,1,credit_card,6,120.98
ord_001435,1,credit_card,1,86.71
ord_001436,1,credit_card,2,87.29
ord_001437,1,boleto,1,165.17
ord_001438,1,credit_card,1,78.53
ord_001439,1,credit_card,6,312.87
ord_001440,1,credit_card,3,99.18
ord_001441,1,credit_card,2,64.78
ord_001442,1,credit_card,1,131.64
ord_001443,1,credit_card,8,202.23
ord_001444,1,boleto,1,93.08
ord_001445,1,credit_card,1,152.82
ord_001446,1,credit_card,1,74.08
ord_001447,1,credit_card,1,56.41
ord_001448,1,credit_card,10,104.97
ord_001449,1,boleto,1,64.15
ord_001450,1,boleto,1,54.24
ord_001451,1,credit_card,4,103.63
ord_001452,1,credit_card,1,99.23
ord_001453,1,credit_card,5,111.05
ord_001454,1,credit_card,4,205.08
ord_001455,1,credit_card,3,56.59
ord_001456,1,credit_card,1,33.77
ord_001457,1,credit_card,1,24.32
ord_001458,1,credit_card,1,103.89
ord_001459,1,credit_card,1,413.8
ord_001460,1,boleto,1,136.37
ord_001461,1,credit_card,1,249.07
ord_001462,1,credit_card,10,97.11
ord_001463,1,credit_card,1,148.54
ord_001464,1,credit_card,1,58.62
ord_001465,1,credit_card,1,161.67
ord_001466,1,credit_card,1,198.87
ord_001467,1,credit_card,1,64.42
ord_001468,1,credit_card,6,56.19
ord_001469,1,credit_card,10,168.66
ord_001470,1,credit_card,6,14.06
ord_001471,1,credit_card,1,175.08
ord_001472,1,boleto,1,96.06
ord_001473,1,boleto,1,46.45
ord_001474,1,boleto,1,79.47
ord_001475,1,credit_card,1,426.79
ord_001476,1,boleto,1,106.87
ord_001477,1,credit_card,6,356.11
ord_001478,1,credit_card,4,86.74
ord_001479,1,boleto,1,85.08
ord_001480,1,credit_card,8,121.21
ord_001481,1,credit_card,10,102.48
ord_001482,1,credit_card,8,78.03
ord_001483,1,credit_card,1,118.52
ord_001484,1,debit_card,1,30.5
ord_001485,1,boleto,1,34.15
ord_001486,1,voucher,1,47.42
ord_001487,1,boleto,1,102.81
ord_001488,1,credit_card,2,123.66
ord_001489,1,credit_card,3,113.42
ord_001490,1,credit_card,1,166.83
ord_001491,1,credit_card,3,108.48
ord_001492,1,credit_card,4,134.8
ord_001493,1,credit_card,2,201.15
ord_001494,1,credit_card,4,91.78
ord_001495,1,credit_card,3,29.76
ord_001496,1,boleto,1,311.75
ord_001497,1,boleto,1,185.92
ord_001498,1,credit_card,1,300.68
ord_001499,1,credit_card,1,365.6
ord_001500,1,credit_card,1,407.09
ord_001501,1,credit_card,2,293.23
ord_001502,1,credit_card,1,170.74
ord_001503,1,credit_card,1,125.1
ord_001504,1,credit_card,1,34.02
ord_001505,1,credit_card,2,1352.42
ord_001506,1,voucher,1,462.84
ord_001507,1,credit_card,5,44.63
ord_001508,1,credit_card,6,48.65
ord_001509,1,credit_card,6,87.61
ord_001510,1,credit_card,1,24.81
ord_001511,1,credit_card,1,118.89
ord_001512,1,credit_card,2,49.22
ord_001513,1,boleto,1,57.61
ord_001514,1,credit_card,1,157.05
ord_001515,1,credit_card,1,120.78
ord_001516,1,boleto,1,175.85
ord_001517,1,credit_card,10,127.25
ord_001518,1,credit_card,1,129.02
ord_001519,1,boleto,1,413.9
ord_001520,1,credit_card,5,78.36
ord_001520,2,credit_card,4,78.36
ord_001521,1,credit_card,3,222.91
ord_001522,1,credit_card,2,61.97
ord_001523,1,credit_card,1,189.07
ord_001524,1,credit_card,6,158.06
ord_001525,1,boleto,1,191.17
ord_001526,1,credit_card,1,604.17
ord_001527,1,voucher,1,59.53
ord_001528,1,credit_card,4,42.36
ord_001529,1,credit_card,1,145.82
ord_001530,1,credit_card,2,164.05
ord_001531,1,boleto,1,701.29
ord_001532,1,credit_card,6,35.88
ord_001533,1,voucher,1,53.23
ord_001534,1,credit_card,5,24.56
ord_001535,1,credit_card,1,66.91
ord_001536,1,credit_card,1,292.19
ord_001537,1,boleto,1,76.79
ord_001538,1,credit_card,8,193.06
ord_001539,1,credit_card,1,139.31
ord_001540,1,boleto,1,92.22
ord_001541,1,credit_card,4,78.86
ord_001542,1,boleto,1,83.66
ord_001543,1,credit_card,3,24.9
ord_001544,1,credit_card,1,39.66
ord_001545,1,boleto,1,103.82
ord_001546,1,credit_card,3,441.82
ord_001547,1,credit_card,1,75.4
ord_001548,1,boleto,1,101.59
ord_001549,1,credit_card,10,112.77
ord_001550,1,credit_card,1,16.6
ord_001551,1,credit_card,1,176.18
ord_001552,1,credit_card,1,83.53
ord_001553,1,boleto,1,154.89
ord_001554,1,credit_card,6,71.45
ord_001555,1,debit_card,1,66.26
ord_001556,1,boleto,1,45.54
ord_001557,1,credit_card,1,47.64
ord_001558,1,credit_card,1,50.52
ord_001559,1,boleto,1,204.64
ord_001560,1,credit_card,6,249.11
ord_001561,1,credit_card,1,50.73
ord_001562,1,boleto,1,32.46
ord_001563,1,credit_card,1,268.0
ord_001564,1,boleto,1,24.62
ord_001565,1,credit_card,1,214.3
ord_001566,1,credit_card,1,234.11
ord_001567,1,boleto,1,80.33
ord_001568,1,credit_card,1,69.42
ord_001569,1,boleto,1,101.22
ord_001570,1,credit_card,1,58.34
ord_001571,1,credit_card,1,50.48
ord_001572,1,credit_card,3,54.08
ord_001573,1,credit_card,2,336.75
ord_001574,1,credit_card,1,281.33
ord_001575,1,credit_card,6,107.66
ord_001576,1,boleto,1,91.26
ord_001577,1,boleto,1,39.31
ord_001578,1,credit_card,1,313.26
ord_001579,1,credit_card,1,53.61
ord_001580,1,credit_card,2,195.68
ord_001581,1,credit_card,8,311.94
ord_001582,1,boleto,1,260.92
ord_001583,1,credit_card,4,33.34
ord_001584,1,credit_card,1,33.33
ord_001584,2,credit_card,4,33.33
ord_001585,1,boleto,1,160.81
ord_001586,1,credit_card,4,160.94
ord_001587,1,credit_card,6,139.64
ord_001588,1,credit_card,1,114.78
ord_001589,1,credit_card,1,211.96
ord_001590,1,credit_card,1,84.07
ord_001591,1,voucher,1,210.56
ord_001592,1,credit_card,1,95.98
ord_001593,1,boleto,1,39.66
ord_001594,1,boleto,1,245.65
ord_001595,1,credit_card,5,301.94
ord_001596,1,credit_card,1,476.62
ord_001597,1,credit_card,3,363.85
ord_001598,1,credit_card,1,43.21
ord_001599,1,credit_card,2,154.76
ord_001600,1,credit_card,1,1648.77
ord_001601,1,credit_card,5,106.63
ord_001602,1,credit_card,3,149.01
ord_001603,1,credit_card,1,92.13
ord_001604,1,credit_card,1,143.9
ord_001605,1,credit_card,3,81.64
ord_001606,1,credit_card,1,364.36
ord_001607,1,debit_card,1,48.03
ord_001608,1,credit_card,1,197.2
ord_001609,1,credit_card,1,121.18
ord_001610,1,credit_card,4,129.46
ord_001611,1,credit_card,4,159.46
ord_001612,1,boleto,1,21.64
ord_001612,2,credit_card,1,21.64
ord_001613,1,credit_card,1,161.58
ord_001614,1,credit_card,4,67.75
ord_001615,1,credit_card,1,56.44
ord_001616,1,credit_card,1,67.11
ord_001617,1,credit_card,6,37.67
ord_001618,1,credit_card,1,61.58
ord_001619,1,voucher,1,66.94
ord_001620,1,boleto,1,47.47
ord_001621,1,boleto,1,87.37
ord_001622,1,boleto,1,31.31
ord_001623,1,boleto,1,186.86
ord_001624,1,credit_card,6,67.99
ord_001625,1,boleto,1,187.94
ord_001626,1,credit_card,1,181.27
ord_001627,1,credit_card,3,116.02
ord_001628,1,credit_card,2,95.44
ord_001629,1,boleto,1,72.05
ord_001630,1,credit_card,1,549.33
ord_001631,1,credit_card,3,767.74
ord_001632,1,credit_card,1,71.77
ord_001633,1,credit_card,1,300.77
ord_001634,1,credit_card,6,46.08
ord_001635,1,credit_card,1,59.68
ord_001636,1,boleto,1,205.57
ord_001637,1,credit_card,5,187.36
ord_001638,1,credit_card,1,83.44
ord_001639,1,credit_card,1,276.99
ord_001640,1,credit_card,5,168.19
ord_001641,1,boleto,1,228.45
ord_001642,1,credit_card,4,167.53
ord_001643,1,credit_card,1,56.69
ord_001644,1,boleto,1,49.69
ord_001645,1,credit_card,10,74.04
ord_001646,1,credit_card,1,72.64
ord_001647,1,credit_card,1,130.0
ord_001648,1,credit_card,1,280.12
ord_001649,1,credit_card,1,465.56
ord_001650,1,credit_card,2,109.7
ord_001651,1,credit_card,1,117.5
ord_001652,1,boleto,1,73.26
ord_001653,1,credit_card,5,51.26
ord_001654,1,boleto,1,50.66
ord_001655,1,credit_card,1,186.33
ord_001656,1,credit_card,8,183.08
ord_001657,1,boleto,1,99.97
ord_001658,1,credit_card,4,452.11
ord_001659,1,credit_card,1,65.77
ord_001660,1,credit_card,2,57.22
ord_001661,1,credit_card,4,104.81
ord_001662,1,credit_card,1,131.32
ord_001663,1,credit_card,1,45.11
ord_001664,1,credit_card,2,117.69
ord_001665,1,credit_card,3,109.22
ord_001666,1,credit_card,4,104.27
ord_001667,1,credit_card,1,145.76
ord_001668,1,credit_card,1,134.8
ord_001669,1,credit_card,8,250.28
ord_001670,1,boleto,1,111.32
ord_001671,1,credit_card,1,136.53
ord_001672,1,credit_card,4,176.85
ord_001673,1,credit_card,3,137.39
ord_001674,1,credit_card,1,245.16
ord_001675,1,credit_card,10,176.84
ord_001676,1,credit_card,1,246.84
ord_001677,1,boleto,1,204.09
ord_001678,1,credit_card,3,290.86
ord_001679,1,credit_card,1,37.3
ord_001680,1,credit_card,1,45.73
ord_001681,1,credit_card,3,69.12
ord_001682,1,credit_card,1,38.92
ord_001683,1,credit_card,1,42.05
ord_001684,1,credit_card,2,476.74
ord_001685,1,credit_card,2,126.92
ord_001686,1,credit_card,2,36.94
ord_001687,1,credit_card,1,304.14
ord_001688,1,credit_card,1,81.35
ord_001688,2,credit_card,1,81.35
ord_001689,1,credit_card,2,75.14
ord_001690,1,boleto,1,72.63
ord_001691,1,credit_card,3,88.01
ord_001692,1,boleto,1,320.23
ord_001693,1,credit_card,1,58.83
ord_001694,1,boleto,1,35.78
ord_001695,1,credit_card,8,268.05
ord_001696,1,credit_card,10,19.34
ord_001697,1,boleto,1,73.28
ord_001698,1,credit_card,1,181.02
ord_001699,1,boleto,1,167.14
ord_001700,1,boleto,1,39.11
ord_001701,1,credit_card,8,172.24
ord_001702,1,credit_card,6,73.21
ord_001703,1,credit_card,1,12.03
ord_001704,1,debit_card,1,93.99
ord_001705,1,credit_card,1,334.62
ord_001706,1,boleto,1,142.49
ord_001707,1,boleto,1,67.47
ord_001708,1,credit_card,3,140.47
ord_001709,1,credit_card,1,75.11
ord_001710,1,credit_card,1,78.2
ord_001710,2,credit_card,10,78.2
ord_001711,1,boleto,1,105.84
ord_001712,1,credit_card,1,642.21
ord_001713,1,boleto,1,195.42
ord_001714,1,credit_card,3,117.25
ord_001715,1,credit_card,1,47.72
ord_001716,1,credit_card,10,274.41
ord_001717,1,voucher,1,94.73
ord_001718,1,credit_card,4,61.83
ord_001719,1,credit_card,1,94.71
ord_001720,1,credit_card,8,89.22
ord_001721,1,credit_card,1,71.17
ord_001722,1,credit_card,1,58.03
ord_001723,1,credit_card,8,182.96
ord_001724,1,credit_card,3,63.04
ord_001725,1,credit_card,5,166.57
ord_001726,1,credit_card,8,209.21
ord_001727,1,credit_card,1,187.14
ord_001728,1,boleto,1,43.44
ord_001729,1,boleto,1,93.21
ord_001730,1,credit_card,1,157.26
ord_001731,1,boleto,1,20.14
ord_001732,1,credit_card,2,68.51
ord_001733,1,credit_card,1,115.58
ord_001734,1,credit_card,1,152.74
ord_001735,1,credit_card,1,34.35
ord_001736,1,credit_card,1,15.44
ord_001737,1,credit_card,1,46.37
ord_001738,1,boleto,1,97.98
ord_001739,1,credit_card,1,34.48
ord_001739,2,credit_card,6,34.48
ord_001740,1,credit_card,5,103.74
ord_001741,1,boleto,1,86.65
ord_001742,1,credit_card,1,76.94
ord_001743,1,boleto,1,56.05
ord_001744,1,credit_card,4,171.29
ord_001745,1,boleto,1,415.07
ord_001746,1,boleto,1,64.9
ord_001747,1,credit_card,1,204.27
ord_001748,1,credit_card,1,309.51
ord_001749,1,credit_card,1,751.27
ord_001750,1,credit_card,6,86.2
ord_001751,1,boleto,1,276.19
ord_001752,1,credit_card,4,273.34
ord_001753,1,credit_card,1,575.63
ord_001754,1,voucher,1,157.06
ord_001755,1,boleto,1,59.18
ord_001756,1,credit_card,1,81.27
ord_001757,1,credit_card,2,56.22
ord_001758,1,credit_card,5,368.5
ord_001759,1,credit_card,1,61.99
ord_001760,1,credit_card,5,64.85
ord_001761,1,credit_card,5,105.72
ord_001762,1,credit_card,1,195.58
ord_001763,1,boleto,1,22.27
ord_001764,1,credit_card,1,225.5
ord_001765,1,credit_card,1,107.11
ord_001766,1,credit_card,1,143.61
ord_001767,1,credit_card,4,458.55
ord_001768,1,credit_card,2,99.65
ord_001769,1,voucher,1,45.39
ord_001770,1,credit_card,2,193.85
ord_001771,1,boleto,1,54.35
ord_001772,1,boleto,1,225.03
ord_001773,1,credit_card,3,155.77
ord_001774,1,credit_card,10,50.27
ord_001775,1,credit_card,1,354.78
ord_001776,1,credit_card,1,51.51
ord_001777,1,credit_card,1,111.7
ord_001778,1,credit_card,1,63.28
ord_001779,1,credit_card,1,143.3
ord_001780,1,boleto,1,558.33
ord_001781,1,credit_card,1,123.85
ord_001782,1,voucher,1,26.47
ord_001783,1,credit_card,4,56.1
ord_001784,1,boleto,1,38.19
ord_001785,1,boleto,1,69.73
ord_001786,1,credit_card,2,362.89
ord_001787,1,boleto,1,24.11
ord_001788,1,credit_card,3,40.29
ord_001789,1,credit_card,3,241.84
ord_001790,1,boleto,1,195.4
ord_001791,1,voucher,1,71.75
ord_001792,1,credit_card,2,28.53
ord_001793,1,credit_card,1,144.55
ord_001794,1,voucher,1,13.59
ord_001795,1,credit_card,1,60.73
ord_001796,1,debit_card,1,232.42
ord_001797,1,boleto,1,67.3
ord_001798,1,credit_card,6,29.87
ord_001799,1,credit_card,10,98.26
ord_001800,1,credit_card,2,54.1
ord_001801,1,credit_card,1,64.28
ord_001802,1,credit_card,1,46.55
ord_001803,1,credit_card,1,381.19
ord_001804,1,credit_card,2,71.19
ord_001805,1,voucher,1,10.42
ord_001805,2,boleto,1,10.42
ord_001806,1,credit_card,1,148.92
ord_001807,1,credit_card,1,13.95
ord_001808,1,boleto,1,146.34
ord_001809,1,credit_card,2,37.22
ord_001810,1,boleto,1,27.05
ord_001811,1,credit_card,1,62.93
ord_001812,1,credit_card,1,395.83
ord_001813,1,boleto,1,143.08
ord_001814,1,credit_card,1,52.93
ord_001815,1,credit_card,1,83.8
ord_001816,1,credit_card,3,310.31
ord_001817,1,boleto,1,109.6
ord_001818,1,credit_card,3,93.28
ord_001819,1,credit_card,2,60.38
ord_001820,1,boleto,1,434.09
ord_001821,1,credit_card,1,128.63
ord_001822,1,credit_card,1,126.27
ord_001823,1,boleto,1,155.98
ord_001824,1,credit_card,10,55.38
ord_001825,1,credit_card,2,65.19
ord_001826,1,credit_card,1,53.43
ord_001827,1,boleto,1,496.79
ord_001828,1,credit_card,6,68.24
ord_001829,1,credit_card,1,254.82
ord_001830,1,credit_card,2,113.59
ord_001831,1,boleto,1,118.32
ord_001832,1,boleto,1,153.56
ord_001833,1,boleto,1,35.53
ord_001834,1,credit_card,8,40.75
ord_001835,1,credit_card,4,103.32
ord_001836,1,credit_card,1,22.1
ord_001837,1,credit_card,6,34.16
ord_001838,1,boleto,1,25.23
ord_001839,1,credit_card,10,81.42
ord_001840,1,boleto,1,206.12
ord_001841,1,credit_card,6,79.73
ord_001842,1,credit_card,4,312.87
ord_001843,1,credit_card,1,65.44
ord_001844,1,boleto,1,45.62
ord_001845,1,credit_card,4,37.13
ord_001846,1,credit_card,1,113.63
ord_001847,1,credit_card,1,41.46
ord_001848,1,credit_card,3,147.93
ord_001849,1,credit_card,3,256.87
ord_001850,1,credit_card,6,99.1
ord_001851,1,credit_card,1,243.43
ord_001852,1,credit_card,1,267.8
ord_001853,1,credit_card,10,248.26
ord_001854,1,voucher,1,192.14
ord_001855,1,credit_card,3,326.86
ord_001856,1,boleto,1,26.69
ord_001857,1,credit_card,3,309.02
ord_001858,1,credit_card,1,189.74
ord_001859,1,credit_card,2,229.83
ord_001860,1,credit_card,2,23.73
ord_001860,2,boleto,1,23.73
ord_001861,1,voucher,1,135.45
ord_001862,1,boleto,1,27.47
ord_001863,1,boleto,1,248.67
ord_001864,1,boleto,1,96.03
ord_001865,1,credit_card,3,205.89
ord_001866,1,credit_card,8,101.63
ord_001867,1,credit_card,6,119.7
ord_001868,1,credit_card,3,95.86
ord_001869,1,credit_card,1,70.49
ord_001870,1,boleto,1,80.11
ord_001871,1,credit_card,1,143.68
ord_001872,1,credit_card,1,60.61
ord_001873,1,credit_card,10,288.9
ord_001874,1,debit_card,1,28.92
ord_001875,1,credit_card,1,24.61
ord_001876,1,credit_card,1,101.63
ord_001877,1,credit_card,4,92.42
ord_001878,1,credit_card,4,80.39
ord_001879,1,credit_card,2,321.87
ord_001880,1,credit_card,1,106.52
ord_001881,1,credit_card,2,246.34
ord_001882,1,credit_card,1,82.68
ord_001883,1,boleto,1,52.38
ord_001884,1,credit_card,1,330.46
ord_001885,1,credit_card,1,35.9
ord_001886,1,credit_card,1,20.57
ord_001887,1,credit_card,1,245.13
ord_001888,1,boleto,1,158.45
ord_001889,1,boleto,1,244.14
ord_001890,1,credit_card,1,40.56
ord_001891,1,credit_card,2,24.74
ord_001892,1,boleto,1,180.3
ord_001893,1,credit_card,4,102.63
ord_001894,1,credit_card,8,327.81
ord_001895,1,credit_card,1,220.64
ord_001896,1,credit_card,4,68.11
ord_001897,1,boleto,1,51.21
ord_001898,1,credit_card,4,299.43
ord_001899,1,boleto,1,58.07
ord_001900,1,credit_card,1,78.23
ord_001901,1,credit_card,1,381.44
ord_001902,1,credit_card,5,159.49
ord_001903,1,credit_card,4,90.28
ord_001904,1,credit_card,1,65.18
ord_001905,1,credit_card,6,190.01
ord_001906,1,credit_card,5,43.97
ord_001907,1,credit_card,3,120.45
ord_001908,1,credit_card,1,111.75
ord_001909,1,credit_card,1,78.19
ord_001910,1,credit_card,2,270.19
ord_001911,1,debit_card,1,202.27
ord_001912,1,credit_card,4,25.96
ord_001913,1,credit_card,1,210.53
ord_001914,1,credit_card,1,46.55
ord_001915,1,credit_card,8,251.16
ord_001916,1,credit_card,1,932.32
ord_001917,1,credit_card,2,108.08
ord_001918,1,credit_card,1,125.69
ord_001919,1,credit_card,1,210.01
ord_001920,1,boleto,1,98.7
ord_001921,1,credit_card,1,189.43
ord_001922,1,credit_card,1,70.57
ord_001922,2,credit_card,1,70.57
ord_001923,1,debit_card,1,81.77
ord_001924,1,boleto,1,119.28
ord_001925,1,credit_card,2,90.63
ord_001926,1,credit_card,2,416.08
ord_001927,1,boleto,1,102.45
ord_001928,1,boleto,1,234.7
ord_001929,1,credit_card,1,176.74
ord_001930,1,boleto,1,66.66
ord_001931,1,boleto,1,315.5
ord_001932,1,credit_card,1,55.61
ord_001933,1,credit_card,1,26.58
ord_001934,1,credit_card,1,23.12
ord_001935,1,credit_card,3,60.8
ord_001936,1,credit_card,6,239.54
ord_001937,1,boleto,1,245.42
ord_001938,1,credit_card,1,114.73
ord_001939,1,debit_card,1,71.42
ord_001940,1,credit_card,1,294.86
ord_001941,1,credit_card,1,271.18
ord_001942,1,credit_card,6,58.62
ord_001943,1,boleto,1,146.43
ord_001944,1,boleto,1,19.86
ord_001945,1,credit_card,6,113.98
ord_001946,1,credit_card,5,83.76
ord_001947,1,boleto,1,57.16
ord_001948,1,boleto,1,45.74
ord_001949,1,credit_card,8,48.98
ord_001950,1,boleto,1,123.45
ord_001951,1,credit_card,1,236.54
ord_001952,1,credit_card,1,177.33
ord_001953,1,credit_card,1,51.8
ord_001954,1,credit_card,5,34.01
ord_001955,1,credit_card,2,14.24
ord_001956,1,credit_card,3,299.36
ord_001957,1,credit_card,5,45.91
ord_001958,1,boleto,1,53.66
ord_001959,1,boleto,1,92.49
ord_001960,1,credit_card,1,64.85
ord_001961,1,credit_card,2,183.31
ord_001962,1,credit_card,1,205.59
ord_001963,1,credit_card,1,34.3
ord_001964,1,credit_card,1,79.97
ord_001965,1,credit_card,2,61.31
ord_001966,1,credit_card,1,123.28
ord_001967,1,voucher,1,64.33
ord_001968,1,credit_card,1,75.76
ord_001969,1,credit_card,1,58.22
ord_001970,1,credit_card,3,156.95
ord_001971,1,credit_card,1,331.52
ord_001972,1,credit_card,1,180.88
ord_001973,1,credit_card,1,51.11
ord_001974,1,credit_card,4,487.83
ord_001975,1,boleto,1,36.82
ord_001976,1,boleto,1,72.66
ord_001977,1,credit_card,2,221.07
ord_001978,1,credit_card,1,201.95
ord_001979,1,credit_card,1,206.62
ord_001980,1,credit_card,10,111.59
ord_001981,1,credit_card,2,70.52
ord_001982,1,credit_card,1,41.83
ord_001983,1,credit_card,3,58.46
ord_001984,1,credit_card,1,79.13
ord_001985,1,boleto,1,96.74
ord_001986,1,credit_card,4,91.7
ord_001987,1,credit_card,3,216.5
ord_001988,1,credit_card,1,18.93
ord_001989,1,credit_card,1,25.15
ord_001990,1,credit_card,1,141.28
ord_001991,1,boleto,1,98.08
ord_001992,1,credit_card,2,112.12
ord_001993,1,credit_card,1,56.04
ord_001994,1,boleto,1,145.4
ord_001995,1,credit_card,1,136.37
ord_001996,1,credit_card,1,54.09
ord_001997,1,credit_card,3,424.68
ord_001998,1,voucher,1,585.26
ord_001999,1,credit_card,1,99.6
ord_002000,1,credit_card,8,21.09
ord_002001,1,voucher,1,23.83
ord_002002,1,credit_card,1,205.38
ord_002003,1,credit_card,8,150.92
ord_002004,1,credit_card,2,53.26
ord_002005,1,debit_card,1,628.9
ord_002006,1,boleto,1,742.68
ord_002007,1,credit_card,1,31.08
ord_002008,1,boleto,1,95.4
ord_002009,1,credit_card,1,24.7
ord_002010,1,credit_card,2,74.95
ord_002011,1,boleto,1,82.45
ord_002011,2,credit_card,8,82.45
ord_002012,1,boleto,1,150.58
ord_002013,1,credit_card,1,94.92
ord_002014,1,credit_card,3,70.96
ord_002015,1,voucher,1,165.42
ord_002016,1,credit_card,1,57.03
ord_002017,1,voucher,1,12.63
ord_002018,1,credit_card,1,365.21
ord_002019,1,credit_card,1,99.7
ord_002020,1,credit_card,10,46.56
ord_002021,1,credit_card,1,69.46
ord_002022,1,credit_card,1,181.7
ord_002023,1,credit_card,1,46.61
ord_002024,1,boleto,1,28.82
ord_002025,1,boleto,1,278.57
ord_002026,1,credit_card,1,82.49
ord_002027,1,credit_card,1,192.59
ord_002028,1,credit_card,1,57.77
ord_002029,1,credit_card,1,33.42
ord_002030,1,credit_card,2,140.97
ord_002031,1,credit_card,1,68.79
ord_002032,1,credit_card,4,111.36
ord_002033,1,boleto,1,87.85
ord_002034,1,credit_card,1,167.64
ord_002035,1,credit_card,1,147.89
ord_002036,1,credit_card,5,56.52
ord_002037,1,credit_card,8,81.03
ord_002038,1,credit_card,1,46.84
ord_002039,1,credit_card,1,44.21
ord_002040,1,voucher,1,64.73
ord_002041,1,credit_card,1,178.34
ord_002042,1,credit_card,1,94.72
ord_002043,1,credit_card,2,99.12
ord_002043,2,credit_card,1,99.12
ord_002044,1,boleto,1,111.8
ord_002045,1,credit_card,1,502.86
ord_002046,1,boleto,1,31.64
ord_002047,1,credit_card,6,61.56
ord_002048,1,boleto,1,85.24
ord_002049,1,boleto,1,69.92
ord_002050,1,credit_card,1,100.55
ord_002051,1,boleto,1,185.68
ord_002052,1,credit_card,1,235.16
ord_002053,1,boleto,1,63.83
ord_002054,1,voucher,1,126.0
ord_002055,1,credit_card,1,23.11
ord_002056,1,credit_card,1,116.26
ord_002057,1,credit_card,2,84.37
ord_002058,1,credit_card,2,315.84
ord_002059,1,boleto,1,269.25
ord_002060,1,boleto,1,97.31
ord_002061,1,credit_card,1,148.37
ord_002062,1,credit_card,1,79.29
ord_002063,1,credit_card,1,428.44
ord_002064,1,boleto,1,23.39
ord_002065,1,credit_card,1,88.52
ord_002066,1,credit_card,2,55.79
ord_002067,1,credit_card,1,39.28
ord_002068,1,credit_card,2,86.44
ord_002068,2,boleto,1,86.44
ord_002069,1,credit_card,5,492.88
ord_002070,1,boleto,1,70.77
ord_002071,1,credit_card,3,58.05
ord_002072,1,credit_card,1,49.72
ord_002073,1,credit_card,1,191.83
ord_002074,1,credit_card,3,105.34
ord_002075,1,credit_card,3,325.94
ord_002076,1,credit_card,1,102.4
ord_002077,1,credit_card,4,25.38
ord_002078,1,boleto,1,120.4
ord_002079,1,credit_card,2,126.72
ord_002080,1,boleto,1,93.82
ord_002081,1,credit_card,2,62.56
ord_002082,1,credit_card,1,22.36
ord_002083,1,boleto,1,74.13
ord_002084,1,boleto,1,167.43
ord_002085,1,credit_card,6,73.09
ord_002086,1,credit_card,1,44.13
ord_002087,1,credit_card,1,51.01
ord_002088,1,credit_card,1,43.65
ord_002089,1,voucher,1,175.0
ord_002090,1,credit_card,1,67.38
ord_002091,1,credit_card,3,77.98
ord_002092,1,boleto,1,21.09
ord_002093,1,credit_card,1,99.27
ord_002094,1,credit_card,1,107.87
ord_002095,1,credit_card,5,95.29
ord_002096,1,credit_card,1,26.56
ord_002097,1,credit_card,1,74.3
